10.jpg,3.bridge_down,31.57455,153.5609,-35.7955,29.06616,152.51887,-39.02881,28.98267,152.18674,-39.01406,28.90622,151.81313,-39.04985,29.41865,153.14552,-35.32699,29.50879,153.26984,-35.30305,29.64281,153.37742,-35.28818,30.34529,150.96528,-38.42511,31.36293,152.91978,-20.52335,34.45515,153.22966,-34.10864,34.78748,154.22802,-28.76407,42.792,154.28575,-41.58913,45.23223,150.97036,2.28681,17.97731,165.28951,-37.5156,24.10657,158.46327,7.3242,23.20892,153.85761,12.58619,27.84136,149.94642,0.72642,23.03095,151.23863,10.78493,28.61873,148.42159,1.24088,26.74851,147.79675,11.5109,31.49317,148.37031,-1.5105,27.24678,148.02618,13.27379,31.73567,150.32109,-0.56382,101.61986,154.86332,-17.84354,103.19465,154.08751,17.88657,142.5635,157.96614,-13.86084,145.81595,152.15281,26.97698,184.96116,152.68654,10.72484,183.60089,152.9644,56.81234,190.67559,149.92955,11.59853,188.89882,152.5169,58.76078,195.13489,158.9364,-11.38926,192.51081,155.50552,41.81943
102.jpg,3.bridge_down,102.5332,178.14014,-74.04317,103.629,179.15674,-80.49234,104.37952,179.29476,-80.50118,105.09259,179.39226,-80.48533,101.76373,178.7703,-80.41651,101.14861,178.66333,-80.40067,100.53914,178.51327,-80.40715,107.67927,178.51957,-87.18692,101.34142,177.24814,-86.9962,104.90645,176.78921,-73.62247,102.7511,176.59034,-73.45475,117.6115,176.95999,-74.7472,97.42176,165.62904,-68.2565,122.26508,177.62208,-49.45694,95.13535,156.35056,-42.17627,120.04227,180.81538,-41.27357,94.74397,158.12439,-25.44068,120.9095,181.75921,-45.32595,93.94467,158.1941,-25.61112,119.10987,180.8861,-47.44089,95.34283,159.3597,-28.65147,118.03915,179.9775,-41.79272,96.07049,159.69064,-25.95988,119.31333,156.40271,-0.68403,108.61719,149.62507,0.79035,119.16436,160.37633,73.71385,107.16201,152.80497,71.92285,122.33093,160.36188,155.506,107.98106,152.63988,152.96315,123.53143,158.78779,164.45196,109.18177,151.00039,161.70468,120.70115,165.74,164.79372,105.7675,158.04283,160.88901
105.jpg,3.bridge_down,107.09833,165.05762,-110.48603,105.62307,167.00067,-112.46753,104.95492,167.09678,-112.49432,104.26007,167.19564,-112.52171,107.78171,167.33257,-112.99048,108.49627,167.69174,-112.97797,109.21653,168.01945,-113.00387,103.0127,169.26656,-101.86612,110.73113,170.6428,-104.48323,106.62888,164.99806,-104.28012,108.63862,165.3866,-104.97593,97.24605,168.06226,-82.95903,117.85805,169.69589,-84.90272,91.85734,156.18789,-76.053,120.66759,156.62194,-76.12738,97.76801,145.3255,-90.38011,110.08502,146.82853,-84.62,97.69488,142.84153,-99.0109,107.85209,144.55319,-91.86622,99.83965,143.99789,-100.64351,106.24672,146.38235,-93.22129,100.35147,145.00461,-91.69913,106.69141,147.34921,-85.66051,103.83967,155.88107,0.21956,113.35978,156.24191,-0.14664,102.36428,151.4873,59.91659,112.09088,151.11781,59.99739,104.99082,152.30264,123.49443,109.04317,152.66579,127.52081,105.18201,154.00769,130.46038,108.83087,154.06178,135.1066,106.5661,148.36763,124.52411,108.46952,149.22954,129.56765
107.jpg,3.bridge_down,108.80037,167.15002,-179.74649,107.51491,169.99629,-180.80837,106.58747,170.35029,-180.80531,105.63492,170.72056,-180.80228,110.79645,169.68942,-181.56162,111.98747,169.96585,-181.50939,113.1817,170.20316,-181.54633,104.8531,174.02639,-157.6103,116.44456,173.30721,-160.09021,108.0918,167.05603,-168.33041,110.98997,167.01819,-169.00512,98.95541,173.72346,-125.39929,124.25294,169.26958,-125.58258,94.02176,157.28901,-129.30132,123.7604,152.14438,-124.05124,98.78107,143.18041,-161.35184,113.29123,142.08606,-151.25095,98.74231,141.04033,-176.77164,112.25707,140.56538,-163.85359,101.69645,141.99137,-177.89334,110.09402,142.64176,-166.20546,102.19285,142.79208,-163.07314,110.22003,143.54148,-153.19094,103.69186,162.69577,0.18703,114.55842,159.78655,-0.13469,102.48249,158.25791,89.48201,113.05057,154.99332,87.20593,104.09935,156.53572,181.57068,110.91321,153.11047,179.85501,105.16568,157.80384,191.12755,110.5329,154.38602,189.22495,101.8577,150.22154,176.09793,108.00416,146.66095,172.99799
108.jpg,3.bridge_down,109.445,166.37749,-118.69448,107.50378,168.68719,-121.02603,106.56968,168.66857,-121.04937,105.60617,168.64959,-121.06001,110.22591,169.44304,-120.77232,111.1094,169.97122,-120.73788,112.00238,170.47182,-120.75203,103.4235,170.67356,-108.30886,113.08682,173.41844,-107.14009,108.27954,165.77536,-111.50046,110.90759,166.54326,-111.11752,96.03092,166.34943,-85.62644,118.73345,172.59073,-83.20052,92.00399,151.99197,-78.15452,123.54227,159.83854,-67.29664,98.83732,141.31643,-94.72602,120.97564,148.99005,-76.68083,99.10561,138.51143,-104.23008,121.04424,146.83078,-83.22492,100.94155,140.26545,-105.62929,119.4312,147.89093,-86.1725,101.30261,141.63301,-96.15599,118.66951,148.77762,-78.43032,103.87883,154.17785,-1.47025,114.49528,156.66598,1.58351,102.46704,149.25892,60.82734,115.10235,152.27916,63.38279,102.41026,150.68489,129.03106,113.31273,152.57812,133.25449,101.96763,152.35678,136.50781,112.28205,153.63292,140.96423,103.89722,146.19206,131.0613,115.02892,148.26744,135.04415
109.jpg,3.bridge_down,111.56482,159.03961,-131.71192,109.97809,161.56318,-140.86917,108.70726,162.10693,-140.87387,107.39365,162.67216,-140.83588,113.8137,160.77547,-139.78554,115.26799,160.82612,-139.72913,116.71123,160.83774,-139.76278,105.20165,166.52543,-140.47211,119.58653,163.79964,-135.69556,109.6484,160.16128,-126.18777,113.44086,159.45309,-124.6873,97.189,170.22594,-111.45543,124.02929,167.37208,-107.73713,89.1877,155.48034,-81.08431,124.09487,152.94783,-72.43958,96.98934,142.51382,-86.06367,116.91524,145.78647,-80.1198,97.27382,139.1542,-97.51516,116.28416,144.00575,-89.83414,100.2183,140.93667,-99.74808,115.05452,145.8557,-92.90306,100.77696,142.26448,-88.27115,114.36311,146.66539,-82.2813,100.08621,160.54868,-1.87677,112.28139,158.34631,2.03367,98.65154,154.90831,85.08312,110.37761,151.84221,87.60982,100.86053,154.36603,181.87706,107.19975,153.39129,189.10321,101.18323,155.63127,192.49987,105.91694,154.90308,200.11047,101.87383,149.15125,191.40122,107.601,148.86307,199.27197
110.jpg,3.bridge_down,119.48673,170.55223,-181.27575,120.50066,168.45081,-188.05247,121.30693,167.92161,-188.07326,122.06478,167.45184,-188.04369,117.91674,169.84457,-188.76152,116.98443,170.12805,-188.74282,116.02944,170.40199,-188.72253,120.93194,164.64747,-172.70904,112.41891,169.39536,-175.45607,118.92966,169.20278,-170.38867,116.16669,170.67754,-171.10843,119.58397,151.57922,-122.81336,99.76071,176.63265,-125.86042,109.18936,142.3257,-52.6816,84.7748,181.21778,-70.6557,103.46615,147.33343,-15.94144,91.19129,178.83635,-43.38261,101.51867,147.50661,-17.52781,91.23384,178.97738,-44.31441,99.05846,148.02567,-20.84264,93.55135,176.42822,-50.25726,99.237,148.55654,-16.43611,94.22499,175.8879,-45.01816,96.7864,149.59075,3.0738,87.02759,161.12493,-2.941,91.44672,158.84165,105.39138,80.60172,166.30204,103.12731,82.65079,156.65204,225.2902,72.65519,168.13153,220.80025,80.53421,154.41018,239.16403,70.19826,166.32094,235.03812,86.07829,162.34247,249.0057,76.56762,173.99647,244.63612
111.jpg,3.bridge_down,100.78303,157.29846,-84.55836,97.9045,157.72006,-88.0425,96.95855,157.52511,-88.0582,95.98824,157.2908,-88.075,100.32181,158.85294,-88.64581,101.03145,159.45899,-88.64664,101.75521,160.04242,-88.64468,94.34899,157.92269,-83.52476,102.07187,162.47368,-86.34022,100.71657,156.93478,-80.47186,103.11958,158.04075,-81.14019,92.32819,160.51112,-67.27583,109.99411,166.6897,-65.98688,94.38158,153.56397,-33.49654,119.90648,161.5408,-45.60863,100.28189,144.01216,-19.0638,113.16075,159.7214,-29.18621,99.59185,141.61245,-17.10516,111.93977,159.46922,-30.90317,101.90036,141.53695,-19.15912,110.20691,162.05438,-32.11485,103.28261,142.5701,-19.82705,110.08315,161.81723,-30.45138,114.00533,158.54207,2.84534,120.99595,161.54645,-2.72162,121.02905,156.88184,52.71668,126.19071,160.51255,49.04163,125.4514,154.37041,106.13716,128.8542,161.36297,106.86359,125.76349,154.73807,112.30437,128.71016,162.25805,113.42162,127.24098,151.77155,109.87619,130.58241,158.69718,111.63901
132.jpg,3.bridge_down,128.27558,201.70588,-133.35802,128.92567,201.21738,-137.33226,129.60513,200.56532,-137.27031,130.25075,199.91397,-137.20518,126.43253,202.60201,-138.12924,125.47459,202.8716,-138.06104,124.50782,203.12765,-138.01833,129.25205,195.69007,-121.77661,120.52372,200.82615,-124.69651,127.7434,198.4056,-124.08187,125.58165,199.50611,-124.78563,133.29708,173.81838,-79.66013,102.12862,200.66509,-87.83452,129.55486,155.11024,-35.55104,88.84004,193.33883,-39.02506,137.11299,163.57301,-13.06396,100.81916,193.03773,0.45152,139.6739,163.75474,-16.19735,102.07134,194.78809,3.17381,138.15589,167.33463,-18.77853,105.48763,193.22418,0.22621,135.84185,168.40783,-13.26169,106.29951,191.49878,0.85404,110.40904,153.5656,0.35169,93.60505,167.40324,-0.17749,108.29411,173.95916,27.52851,94.7162,185.62102,39.34882,89.46641,156.91924,109.61059,82.41187,164.61636,115.8567,85.81711,151.80056,119.04689,80.60915,159.66717,125.61218,91.11753,161.57314,130.14565,82.46254,165.58651,142.67076
25.jpg,3.bridge_down,27.74484,151.56111,-29.19525,25.10438,150.42829,-34.08152,25.09637,150.02868,-34.04523,25.08561,149.59577,-34.07,25.5098,151.10266,-28.42673,25.73178,151.26912,-28.41344,25.99941,151.42117,-28.44036,27.34247,149.14606,-38.95317,28.59687,151.37862,-12.81465,31.2871,151.57904,-28.82107,31.71143,152.73881,-21.12759,41.63481,153.10937,-48.15393,44.28545,149.58528,15.35486,17.69839,158.05784,-53.41136,32.52441,153.59409,43.2321,20.42076,149.27284,-23.47385,29.69748,148.92219,57.39844,19.9035,147.15687,-27.63103,29.12603,147.41121,62.15667,22.40633,144.87703,-26.43519,29.94511,147.82145,56.95214,23.3818,144.75357,-23.0433,30.7219,149.30247,55.89792,101.92395,156.28271,-28.59308,102.08127,153.46964,28.53438,143.89663,159.35265,-18.11466,146.20477,151.25285,36.38686,185.40694,150.01701,-4.81948,183.51764,147.59913,59.26616,191.07001,144.62523,-4.33754,188.71066,144.72788,60.94913,195.08356,160.87695,-21.57678,192.49762,157.81743,52.13794
